App_Category,App_Type,Score,Review_Date,Review_Content,Thumbs_Up,Cleaned_Review,Dominant_Topic_ID,Topic_Name
Digital Fintech B,Digital Fintech,1,2026-06-20 07:49:21,won't work on my phone,0,wont work phone,5,"Theme 6: awesome, chase, card"
Digital Fintech B,Digital Fintech,5,2026-06-20 07:27:15,Great 👍,0,great,1,"Theme 2: great, service, works"
Digital Fintech B,Digital Fintech,5,2026-06-20 06:55:50,great something I could use,0,great something could,1,"Theme 2: great, service, works"
Digital Fintech B,Digital Fintech,5,2026-06-20 06:53:24,I love giving money away this easy 😌,0,love giving away easy,3,"Theme 4: love, cash, chase"
Digital Fintech B,Digital Fintech,3,2026-06-20 06:50:43,it's a good app to use to pay for stuff it's just the ai support isn't the best.,0,good pay stuff support isnt best,2,"Theme 3: good, far, service"
Digital Fintech B,Digital Fintech,5,2026-06-20 06:50:19,great oh my gosh this app is 🤑🤗,0,great gosh,1,"Theme 2: great, service, works"
Digital Fintech B,Digital Fintech,5,2026-06-20 06:27:43,THIS IS ONE IF THE BEST APPS. YOU CAN USE . TRY IT 😄 YOU MY LOLE ITE,1,one best apps try lole ite,5,"Theme 6: awesome, chase, card"
Digital Fintech B,Digital Fintech,4,2026-06-20 06:09:03,I think cash app should go back 2 where as you can borrow money,0,think cash back borrow,3,"Theme 4: love, cash, chase"
Digital Fintech B,Digital Fintech,5,2026-06-20 05:57:04,convenients of this card has been helpful.,0,convenients card helpful,3,"Theme 4: love, cash, chase"
Digital Fintech B,Digital Fintech,5,2026-06-20 05:15:28,it's great for young people like me it teaches us how to use money and gives card to keep up with it this is good for young teens especially when the get a card,0,great young people teaches gives card keep good young teens especially card,2,"Theme 3: good, far, service"
Digital Fintech B,Digital Fintech,5,2026-06-20 05:14:45,"Need help with money sometimes, this will help you out.",0,need help sometimes help,4,"Theme 5: excellent, service, customer"
Digital Fintech B,Digital Fintech,5,2026-06-20 05:08:30,So easy to send and receive money 💰,0,easy send receive,0,"Theme 1: easy, navigate, convenient"
Digital Fintech B,Digital Fintech,5,2026-06-20 05:05:47,outstanding app lets me transfer money quickly services rendered.,0,outstanding lets transfer quickly services rendered,5,"Theme 6: awesome, chase, card"
Digital Fintech B,Digital Fintech,5,2026-06-20 05:00:02,It's a very unique app. There's a lot they offer with simplicity. I'm impressed..,0,unique theres lot offer simplicity impressed,3,"Theme 4: love, cash, chase"
Digital Fintech B,Digital Fintech,1,2026-06-20 04:58:43,did not want to give me an account so I don't like them,0,want give dont,5,"Theme 6: awesome, chase, card"
Digital Fintech B,Digital Fintech,5,2026-06-20 04:55:01,easy to use and access or send funds.,0,easy access send funds,0,"Theme 1: easy, navigate, convenient"
Digital Fintech B,Digital Fintech,5,2026-06-20 04:54:48,ease,0,ease,3,"Theme 4: love, cash, chase"
Digital Fintech B,Digital Fintech,5,2026-06-20 04:47:31,very good I like it. Works good easy very good support group.,0,good works good easy good support group,2,"Theme 3: good, far, service"
Digital Fintech B,Digital Fintech,5,2026-06-20 04:29:13,good,0,good,2,"Theme 3: good, far, service"
Digital Fintech B,Digital Fintech,4,2026-06-20 04:26:20,nice,0,nice,4,"Theme 5: excellent, service, customer"
Digital Fintech B,Digital Fintech,5,2026-06-20 04:25:41,"Amazing, just love. ❤️",0,amazing love,3,"Theme 4: love, cash, chase"
Digital Fintech B,Digital Fintech,1,2026-06-20 04:24:02,"you guys keep updating and causing more issues i cant even unlock my card because the unlock slide button isnt there its just a little lock and it won't open whether I hit it once, hold it, or slide it.",0,guys keep updating causing issues cant even unlock card unlock slide button isnt little lock wont open whether hit hold slide,3,"Theme 4: love, cash, chase"
Digital Fintech B,Digital Fintech,1,2026-06-20 04:20:25,I got to successfully add account with email and phone. I log in it's says successfully and when I hit continue it says it can't verify my account. got nowhere with customer support. they said I have to log into the app to delete the account. and I kept telling them how can I delete it from the app if I can't get logged in. worst app I ever had to deal with,0,got successfully add email phone log says successfully hit continue says cant verify got nowhere customer support said log delete kept telling delete cant logged worst ever deal,4,"Theme 5: excellent, service, customer"
Digital Fintech B,Digital Fintech,5,2026-06-20 04:16:44,great,0,great,1,"Theme 2: great, service, works"
Digital Fintech B,Digital Fintech,5,2026-06-20 04:16:35,easy and convenient banking app,0,easy convenient,0,"Theme 1: easy, navigate, convenient"
Digital Fintech B,Digital Fintech,5,2026-06-20 04:15:01,Cash App is one of my favorite banking apps for sure.,0,cash one favorite apps sure,3,"Theme 4: love, cash, chase"
Digital Fintech B,Digital Fintech,4,2026-06-20 04:05:41,some stuff is there at times and other times not like trading selling stocks,0,stuff times times trading selling stocks,4,"Theme 5: excellent, service, customer"
Digital Fintech B,Digital Fintech,5,2026-06-20 04:00:14,Cash app is like Frosted Flakes.... There Grrrrreat!,0,cash frosted flakes grrrrreat,3,"Theme 4: love, cash, chase"
Digital Fintech B,Digital Fintech,5,2026-06-20 03:56:40,I haven't used Cash App before but I thin̈ķ I will like it. I'm going to try it.,0,havent used cash thin going try,3,"Theme 4: love, cash, chase"
Digital Fintech B,Digital Fintech,5,2026-06-20 03:52:03,very good app.,0,good,2,"Theme 3: good, far, service"
Digital Fintech B,Digital Fintech,5,2026-06-20 03:40:02,nice and smooth banking,0,nice smooth,4,"Theme 5: excellent, service, customer"
Digital Fintech B,Digital Fintech,5,2026-06-20 03:24:42,great good ever lasting,0,great good ever lasting,2,"Theme 3: good, far, service"
Digital Fintech B,Digital Fintech,5,2026-06-20 03:24:20,most awesomest card ever 🥰🥰,0,awesomest card ever,3,"Theme 4: love, cash, chase"
Digital Fintech B,Digital Fintech,5,2026-06-20 03:16:24,Easy to set up and easy to use.,0,easy set easy,0,"Theme 1: easy, navigate, convenient"
Digital Fintech B,Digital Fintech,5,2026-06-20 03:06:48,excellent,0,excellent,4,"Theme 5: excellent, service, customer"
Digital Fintech B,Digital Fintech,1,2026-06-20 03:06:46,I have been trying to find out what happened to the money I have been getting on my account Iam been interrupted and asked the same question over and over I gave them the date time also my email address cashtag they keep saying it is not working I had to ask to speak to a supervisor I was asked to give them my information about what I wanted to talk about I never got a supervisor one of the rep. actually was talking to me I would like to know if anyone else has a ideal who to contact because ?,0,trying find happened getting iam interrupted asked question gave date time also email address cashtag keep saying working ask speak supervisor asked give information wanted talk never got supervisor one rep actually talking know anyone else ideal contact,5,"Theme 6: awesome, chase, card"
Digital Fintech B,Digital Fintech,5,2026-06-20 03:05:37,I've had cash app for going on 10yrs and I love it!!!!!,0,ive cash going yrs love,3,"Theme 4: love, cash, chase"
Digital Fintech B,Digital Fintech,5,2026-06-20 03:03:03,thank,0,thank,4,"Theme 5: excellent, service, customer"
Digital Fintech B,Digital Fintech,5,2026-06-20 02:23:35,love it,0,love,3,"Theme 4: love, cash, chase"
Digital Fintech B,Digital Fintech,5,2026-06-20 02:05:04,absolutely love cash app it's a must have,0,absolutely love cash must,3,"Theme 4: love, cash, chase"
Digital Fintech B,Digital Fintech,5,2026-06-20 01:55:09,"I don't know y people talk bad about cash app. personally this is 1 of my best experiences with any sort of Bank. not only do I not deal with any of the usual Bank BS, like absolutely none whatsoever. cash app is the only bank that has ever offered me loan, they started me off at $50 when they saw I was capable of paying that back they up'd me up to 100, 150 and so on. you have to pay the loan back in 30 days and I think 500 is the limit, I think with afterpay it's $1000 now. best bank ever",0,dont know people talk bad cash personally best experiences sort deal usual absolutely none whatsoever cash ever offered loan started saw capable paying back upd pay loan back days think limit think afterpay best ever,3,"Theme 4: love, cash, chase"
Digital Fintech B,Digital Fintech,3,2026-06-20 01:50:44,"The app works fine. The rest of the company, not so much...",0,works fine rest company much,5,"Theme 6: awesome, chase, card"
Digital Fintech B,Digital Fintech,1,2026-06-20 01:40:25,"wish I could put a negative star. got denied, and now they stole my money that I or my boyfriend can't get back.",0,wish could put negative star got denied stole boyfriend cant back,4,"Theme 5: excellent, service, customer"
Digital Fintech B,Digital Fintech,5,2026-06-20 01:25:10,Greate! I love it,0,greate love,3,"Theme 4: love, cash, chase"
Digital Fintech B,Digital Fintech,1,2026-06-20 01:20:15,"generally worked ok, took a while to get my back account synced with my cash app but eventually the app kept opening by itself and I had force stopped it like 3 times before just deleting it.",0,generally worked took back synced cash eventually kept opening force stopped times deleting,3,"Theme 4: love, cash, chase"
Digital Fintech B,Digital Fintech,1,2026-06-20 01:00:05,Trash,0,trash,4,"Theme 5: excellent, service, customer"
Digital Fintech B,Digital Fintech,5,2026-06-20 00:53:19,Why did it take so long for someone to make it this simple?,0,take long someone make simple,0,"Theme 1: easy, navigate, convenient"
Digital Fintech B,Digital Fintech,5,2026-06-20 00:40:58,great way to save,0,great way save,1,"Theme 2: great, service, works"
Digital Fintech B,Digital Fintech,5,2026-06-20 00:34:26,it is cool and I love the card designs but I wish they had wwe designs besides that i really love this app 5 stars,0,cool love card designs wish wwe designs besides really love stars,3,"Theme 4: love, cash, chase"
Digital Fintech B,Digital Fintech,1,2026-06-20 00:27:55,"I loathe the fact that if you cancel an order through a delivery app....they hold your money for 10 days!!! It isn't a refund, it's a canceled order...they need to change that!",0,loathe fact cancel order delivery appthey hold days isnt refund canceled orderthey need change,4,"Theme 5: excellent, service, customer"
Digital Fintech B,Digital Fintech,5,2026-06-20 00:27:26,Great to have when needed,0,great needed,1,"Theme 2: great, service, works"
Digital Fintech B,Digital Fintech,5,2026-06-20 00:27:04,great app. you can do so much,0,great much,1,"Theme 2: great, service, works"
Digital Fintech B,Digital Fintech,1,2026-06-20 00:22:36,"cashapp offers borrow, a loan service, they say if you can't make the payment, they will charge you interest, instead they will take money themselves from your bank card and pay themselves, even if it over draws your bank card. then their customer service members will be snotty and holier than thou about it when you ask them why they used your bank card. fk cashapp. kings of predatory loans. I'm no longer a customer",0,cashapp offers borrow loan service say cant make payment charge interest instead take card pay even draws card customer service members snotty holier thou ask used card cashapp kings predatory loans longer customer,4,"Theme 5: excellent, service, customer"
Digital Fintech B,Digital Fintech,5,2026-06-20 00:12:22,I love it,0,love,3,"Theme 4: love, cash, chase"
Digital Fintech B,Digital Fintech,1,2026-06-19 23:59:10,someone somehow got my cash app card information and keeps trying to make a $29.99 purchase from select basics and even though I BLOCKED THE STORE they are still allowed to attempt to make purchases and would've succeeded one night if I had enough on my card. luckily I didn't but I have to lock my card immediately after making purchases just so that won't happen. it's absolutely ridiculous and there's no way to report it unless the transaction actually comes through so I would lose $,0,someone somehow got cash card information keeps trying make purchase select basics even though blocked store still allowed attempt make purchases wouldve succeeded one night enough card luckily didnt lock card immediately making purchases wont happen absolutely ridiculous theres way report unless transaction actually comes lose,3,"Theme 4: love, cash, chase"
Digital Fintech B,Digital Fintech,5,2026-06-19 23:42:33,thank you very much so,0,thank much,4,"Theme 5: excellent, service, customer"
Digital Fintech B,Digital Fintech,4,2026-06-19 23:41:18,play the best in the world some things can be a little better like crashing but they'll never get under four stars you may cuz they are that good www but they always try to do the best they could and it was always what we need it one of the best in the world,0,play best world things little better crashing theyll never four stars may cuz good www always try best could always need one best world,2,"Theme 3: good, far, service"
Digital Fintech B,Digital Fintech,5,2026-06-19 23:29:10,always great,0,always great,1,"Theme 2: great, service, works"
Digital Fintech B,Digital Fintech,4,2026-06-19 23:21:44,I haven't been able to set a pin on my account! I can't do anything with this account I can't put money on it or use it i don't understand what's going on with thos card it's really frusterating...please help me fix this card,0,havent able set pin cant anything cant put dont understand whats going thos card really frusteratingplease help fix card,3,"Theme 4: love, cash, chase"
Digital Fintech B,Digital Fintech,5,2026-06-19 23:00:51,Easiest to send cash,0,easiest send cash,3,"Theme 4: love, cash, chase"
Digital Fintech B,Digital Fintech,4,2026-06-19 22:58:04,Easy to do,0,easy,0,"Theme 1: easy, navigate, convenient"
Digital Fintech B,Digital Fintech,5,2026-06-19 22:57:41,great app,0,great,1,"Theme 2: great, service, works"
Digital Fintech B,Digital Fintech,2,2026-06-19 22:46:17,"""Offers"" need work and they keep trying to sell you new cards. Offers will only select the lowest value coupon to apply. Example, if you have two grocery coupons, 3% and 10%, you must remove all other offers from your card for the 10% to be applied. The system will select the lowest value first and you can't change it. I called and checked. Now you wasted your monthly grocery trip, your ten percent coupon will expire and you're out ten bucks you could have saved. Bastards. Not happy. 🤬",0,offers need work keep trying sell new cards offers select lowest value coupon apply example two grocery coupons must remove offers card applied system select lowest value first cant change called checked wasted monthly grocery trip ten percent coupon expire youre ten bucks could saved bastards happy,3,"Theme 4: love, cash, chase"
Digital Fintech B,Digital Fintech,5,2026-06-19 22:42:49,it's okay,0,okay,5,"Theme 6: awesome, chase, card"
Digital Fintech B,Digital Fintech,3,2026-06-19 22:40:10,something went wrong....why?,0,something went wrongwhy,4,"Theme 5: excellent, service, customer"
Digital Fintech B,Digital Fintech,5,2026-06-19 22:27:34,I like it they good job,0,good job,2,"Theme 3: good, far, service"
Digital Fintech B,Digital Fintech,1,2026-06-19 22:26:38,its sucks,0,sucks,5,"Theme 6: awesome, chase, card"
Digital Fintech B,Digital Fintech,5,2026-06-19 22:08:31,Great,0,great,1,"Theme 2: great, service, works"
Digital Fintech B,Digital Fintech,5,2026-06-19 21:54:31,conviant oh,0,conviant,0,"Theme 1: easy, navigate, convenient"
Digital Fintech B,Digital Fintech,5,2026-06-19 21:49:57,pretty good works great and I use it for doing lawn care all the time,0,pretty good works great lawn care time,1,"Theme 2: great, service, works"
Digital Fintech B,Digital Fintech,5,2026-06-19 21:22:34,I love it ty cash app,0,love cash,3,"Theme 4: love, cash, chase"
Digital Fintech B,Digital Fintech,1,2026-06-19 21:18:55,doesnt accept my discover debit card,0,doesnt accept discover debit card,3,"Theme 4: love, cash, chase"
Digital Fintech B,Digital Fintech,5,2026-06-19 21:03:05,"I haven't used it lots yet, but so far I love it!",0,havent used lots yet far love,3,"Theme 4: love, cash, chase"
Digital Fintech B,Digital Fintech,1,2026-06-19 20:58:50,"I use to love cash app bit I wouldn't install it now. they will closed down your account with no explanation of why, and when you call no one knows anything. when you only use it at convenience stores and Amazon.",0,love cash bit wouldnt install closed explanation call one knows anything convenience stores amazon,3,"Theme 4: love, cash, chase"
Digital Fintech B,Digital Fintech,1,2026-06-19 20:57:41,since they hold your refund in pending for too long and point the finger back at the bank that released the refund I have to give this review. will be closing this account soon. Make sure you are making the right purchase because they will hold your money in pending for as long as they like. Stone Age problems. This issue has become so devastating that I am cancelling this account as soon as my refund finally is given to me from the pending section it's been sitting in for days.,2,since hold refund pending long point finger back released refund give review closing soon make sure making right purchase hold pending long stone age problems issue become devastating cancelling soon refund finally given pending section sitting days,4,"Theme 5: excellent, service, customer"
Digital Fintech B,Digital Fintech,1,2026-06-19 20:56:38,"The customer service is horrendous, they barely speak English its cheap service and they just rattle on. they never tell you what part of the so-called terms you didn't follow and they can't seem to understand basic concepts. I'll be happy to delete cashapp until they bring back American customer service that actually does something for their customers. at this point it's basically trash app.",0,customer service horrendous barely speak english cheap service rattle never tell part socalled terms didnt follow cant seem understand basic concepts ill happy delete cashapp bring back american customer service actually something customers point basically trash,4,"Theme 5: excellent, service, customer"
Digital Fintech B,Digital Fintech,5,2026-06-19 20:32:47,An app u can trust!,0,trust,4,"Theme 5: excellent, service, customer"
Digital Fintech B,Digital Fintech,1,2026-06-19 20:24:31,Easy to load and very good applications.,0,easy load good applications,2,"Theme 3: good, far, service"
Digital Fintech B,Digital Fintech,5,2026-06-19 20:18:10,beyond awsome,0,beyond awsome,4,"Theme 5: excellent, service, customer"
Digital Fintech B,Digital Fintech,2,2026-06-19 20:00:43,I have had to file two disputes now and my phone has been turned off twice now as a result and probably will again in 30 days. cash app is requiring me to keep an Internet connection for this dispute to happen and my balance is only $1.55. I don't think I will be able to keep my connection past 30 days as I do not have enough to buy more phone minutes until the dispute is settled.,0,file two disputes phone turned twice result probably days cash requiring keep internet connection dispute happen balance dont think able keep connection past days enough buy phone minutes dispute settled,3,"Theme 4: love, cash, chase"
Digital Fintech B,Digital Fintech,5,2026-06-19 19:54:10,tuff,0,tuff,0,"Theme 1: easy, navigate, convenient"
Digital Fintech B,Digital Fintech,5,2026-06-19 19:51:02,cash appt is an awesome appt they take real good care of their customers and any issues that you have or encounter they quickly resolve it,0,cash appt awesome appt take real good care customers issues encounter quickly resolve,5,"Theme 6: awesome, chase, card"
Digital Fintech B,Digital Fintech,5,2026-06-19 19:50:33,I love this app I've never had any money taking off my card unless I have unlocked it and I really like being able to lock it back when I'm done this is such a convenient app. I'd recommended anyone,0,love ive never taking card unless unlocked really able lock back done convenient recommended anyone,3,"Theme 4: love, cash, chase"
Digital Fintech B,Digital Fintech,5,2026-06-19 19:17:40,it works,0,works,1,"Theme 2: great, service, works"
Digital Fintech B,Digital Fintech,4,2026-06-19 19:04:56,great app I enjoy every moment with it so helpful,0,great enjoy every moment helpful,1,"Theme 2: great, service, works"
Digital Fintech B,Digital Fintech,5,2026-06-19 18:55:42,Cash App allows me to pay someone and accept payments from others for my food deliveries! The App is easy to understand and use.,0,cash allows pay someone accept payments others food deliveries easy understand,0,"Theme 1: easy, navigate, convenient"
Digital Fintech B,Digital Fintech,5,2026-06-19 18:50:54,great app! Id definitely recommend,0,great definitely recommend,1,"Theme 2: great, service, works"
Digital Fintech B,Digital Fintech,2,2026-06-19 18:39:53,"my other account got hacked, had my money stolen",0,got hacked stolen,4,"Theme 5: excellent, service, customer"
Digital Fintech B,Digital Fintech,5,2026-06-19 18:31:37,thank you 🙏,0,thank,4,"Theme 5: excellent, service, customer"
Digital Fintech B,Digital Fintech,4,2026-06-19 18:25:56,"If you're not too careful and don't learn about this. On other social media, then you will get so scammed on his app. Do not put all of your money on this app. But that's not the app's fault kind of it's very good, though, definitely a good recommendation for sending quick money to people or receiving it. They do got good benefits. If you look at them see what's right for you 4 stars?",0,youre careful dont learn social media scammed put thats apps fault kind good though definitely good recommendation sending quick people receiving got good benefits look see whats right stars,2,"Theme 3: good, far, service"
Digital Fintech B,Digital Fintech,3,2026-06-19 17:47:41,Can't delete people you previously paid.,0,cant delete people previously paid,4,"Theme 5: excellent, service, customer"
Digital Fintech B,Digital Fintech,5,2026-06-19 17:45:35,muy Buena application como ase fslta,0,muy buena application como ase fslta,1,"Theme 2: great, service, works"
Digital Fintech B,Digital Fintech,5,2026-06-19 17:26:33,very good and helpfull,0,good helpfull,2,"Theme 3: good, far, service"
Digital Fintech B,Digital Fintech,3,2026-06-19 17:25:40,they will not let me,0,let,5,"Theme 6: awesome, chase, card"
Digital Fintech B,Digital Fintech,5,2026-06-19 17:03:41,Such a convenient and easy to use app.,0,convenient easy,0,"Theme 1: easy, navigate, convenient"
Digital Fintech B,Digital Fintech,2,2026-06-19 16:57:36,The app suggests to be updated. I updated it more than 5 times. I finally uninstall it several times and re install it but it keeps suggesting to be updated. I couldn't finish the transaction.,0,suggests updated updated times finally uninstall several times install keeps suggesting updated couldnt finish transaction,5,"Theme 6: awesome, chase, card"
Digital Fintech B,Digital Fintech,5,2026-06-19 16:40:32,cash app is awesome and instant.,0,cash awesome instant,5,"Theme 6: awesome, chase, card"
Digital Fintech B,Digital Fintech,5,2026-06-19 16:34:58,how to order my card,0,order card,3,"Theme 4: love, cash, chase"
Digital Fintech B,Digital Fintech,2,2026-06-19 16:33:23,"I got this app for accepting payments for a shuttle service for US military soldiers. Your service is not acceptable for receiving payments. The soldiers would send me a payment of $3.00. Your service cut all payment activity with NO NOTICE. and you marked the payment as ""payment failed"". you did this to me in the middle of the day on a busy afternoon with no explanation on 3 separate occasions. I called repeatedly about this issue for an explanation and none was given",0,got accepting payments shuttle service military soldiers service acceptable receiving payments soldiers send payment service cut payment activity notice marked payment payment failed middle day busy afternoon explanation separate occasions called repeatedly issue explanation none given,4,"Theme 5: excellent, service, customer"
Digital Fintech B,Digital Fintech,4,2026-06-19 16:31:03,best option,0,best option,5,"Theme 6: awesome, chase, card"
Digital Fintech B,Digital Fintech,5,2026-06-19 16:21:30,my money back pls,0,back pls,4,"Theme 5: excellent, service, customer"
Digital Fintech B,Digital Fintech,5,2026-06-19 15:48:36,very good,0,good,2,"Theme 3: good, far, service"
Digital Fintech B,Digital Fintech,4,2026-06-19 15:34:24,you can't get your money back if you send it to the wrong person.,0,cant back send wrong person,4,"Theme 5: excellent, service, customer"
Digital Fintech B,Digital Fintech,3,2026-06-19 15:23:55,it's ok when you don't have a bank account and need one fast,0,dont need one fast,4,"Theme 5: excellent, service, customer"
Digital Fintech B,Digital Fintech,4,2026-06-19 15:15:09,I Love Cashapp,0,love cashapp,3,"Theme 4: love, cash, chase"
Digital Fintech B,Digital Fintech,5,2026-06-19 14:58:42,very easy great work,0,easy great work,1,"Theme 2: great, service, works"
Digital Fintech B,Digital Fintech,5,2026-06-19 14:23:31,"Great way to protect the amount you spend when limit control balance, I use it when my child goes on school activities.",0,great way protect amount spend limit control balance child goes school activities,1,"Theme 2: great, service, works"
Digital Fintech B,Digital Fintech,5,2026-06-19 13:54:45,it works i love sharing money with my friends and family love it,0,works love sharing friends family love,3,"Theme 4: love, cash, chase"
Digital Fintech B,Digital Fintech,4,2026-06-19 13:52:03,Cash app works and tryna get my new house plus the store and tryna borrow off cash app it's not available nowhere on the app at this point today cash app make it available for somebody to borrow please.,1,cash works tryna new house plus store tryna borrow cash available nowhere point today cash make available somebody borrow please,3,"Theme 4: love, cash, chase"
Digital Fintech B,Digital Fintech,1,2026-06-19 13:41:19,very bad,0,bad,4,"Theme 5: excellent, service, customer"
Digital Fintech B,Digital Fintech,1,2026-06-19 13:39:55,awful,0,awful,4,"Theme 5: excellent, service, customer"
Digital Fintech B,Digital Fintech,5,2026-06-19 13:13:43,Easy,0,easy,0,"Theme 1: easy, navigate, convenient"
Digital Fintech B,Digital Fintech,5,2026-06-19 12:53:51,easy to lock card and they protect your account from fraud charges,0,easy lock card protect fraud charges,0,"Theme 1: easy, navigate, convenient"
Digital Fintech B,Digital Fintech,5,2026-06-19 11:56:14,good,0,good,2,"Theme 3: good, far, service"
Digital Fintech B,Digital Fintech,1,2026-06-19 11:33:11,"Easily hackable, hi-jackable, traceable and held up in court of law.",0,easily hackable hijackable traceable held court law,4,"Theme 5: excellent, service, customer"
Digital Fintech B,Digital Fintech,5,2026-06-19 11:13:48,THANK YOU.,0,thank,4,"Theme 5: excellent, service, customer"
Digital Fintech B,Digital Fintech,1,2026-06-19 10:48:10,this company needs to be closed down how do you sent someone money and then be in violation of the terms and conditions,0,company needs closed sent someone violation terms conditions,4,"Theme 5: excellent, service, customer"
Digital Fintech B,Digital Fintech,1,2026-06-19 10:47:45,some stole $40.00 & customer service ran game then when I called back they closed.,0,stole customer service ran game called back closed,4,"Theme 5: excellent, service, customer"
Digital Fintech B,Digital Fintech,1,2026-06-19 10:29:35,cash app reset my acout that had $50.87 on I'll was trying to sign in and lost everything I got in closed the app it signed me I sign back in and my account isn't connected to my cash app account before it made me make a new cash app tag I do it and I lost all my money on it now all I have is the last $10 I'm my wallet for food this week,0,cash reset acout ill trying sign lost everything got closed signed sign back isnt connected cash made make new cash tag lost last wallet food week,3,"Theme 4: love, cash, chase"
Digital Fintech B,Digital Fintech,5,2026-06-19 10:19:41,love cash app,0,love cash,3,"Theme 4: love, cash, chase"
Digital Fintech B,Digital Fintech,5,2026-06-19 08:41:16,great app,0,great,1,"Theme 2: great, service, works"
Digital Fintech B,Digital Fintech,5,2026-06-19 08:17:25,Great,0,great,1,"Theme 2: great, service, works"
Digital Fintech B,Digital Fintech,5,2026-06-19 08:05:29,quick and easy to get it all set up and ready to go right away. I recommend it to anyone that spends a lot of money online.,0,quick easy set ready right away recommend anyone spends lot online,0,"Theme 1: easy, navigate, convenient"
Digital Fintech B,Digital Fintech,5,2026-06-19 07:47:46,Excellent On top of there game,0,excellent top game,4,"Theme 5: excellent, service, customer"
Digital Fintech B,Digital Fintech,5,2026-06-19 07:45:21,"Convenient, free and instantaneous.",0,convenient free instantaneous,0,"Theme 1: easy, navigate, convenient"
Digital Fintech B,Digital Fintech,4,2026-06-19 06:58:35,easy to understand,0,easy understand,0,"Theme 1: easy, navigate, convenient"
Digital Fintech B,Digital Fintech,5,2026-06-19 06:52:18,epic,0,epic,0,"Theme 1: easy, navigate, convenient"
Digital Fintech B,Digital Fintech,1,2026-06-19 06:45:20,"unlocked card before i left used card says: ""expired"" called cash app telling you amount not this time, called it sends texts🤥 it did not i know they can block card says doesn't exist then put it back nov 2025 they did aug $22 still missing nothing on website but its on the app 👆🏾 in business?🫵🏾go to website everyone says then block you. im not having issue with the card 🫵🏾you ppl BLOCKED THEM TO STEAL. $22 missing still. block block block all they do🤫 app? useless 👈🏾they control it",4,unlocked card left used card says expired called cash telling amount time called sends texts know block card says doesnt exist put back nov aug still missing nothing website businessgo website everyone says block issue card ppl blocked steal missing still block block block useless control,3,"Theme 4: love, cash, chase"
Digital Fintech B,Digital Fintech,1,2026-06-19 06:23:47,it was great ez to use until you start noticing money missing......,1,great start noticing missing,1,"Theme 2: great, service, works"
Digital Fintech B,Digital Fintech,5,2026-06-19 06:19:28,Woohoo,0,woohoo,0,"Theme 1: easy, navigate, convenient"
Digital Fintech B,Digital Fintech,5,2026-06-19 06:16:14,love this app couldnt.live without it,0,love couldntlive without,3,"Theme 4: love, cash, chase"
Digital Fintech B,Digital Fintech,1,2026-06-19 05:55:07,I wanna talk to corporate about my account,0,wanna talk corporate,4,"Theme 5: excellent, service, customer"
Digital Fintech B,Digital Fintech,5,2026-06-19 05:49:02,I have had an excellent experience with cashapp,0,excellent experience cashapp,4,"Theme 5: excellent, service, customer"
Digital Fintech B,Digital Fintech,5,2026-06-19 05:48:26,like cash app,0,cash,3,"Theme 4: love, cash, chase"
Digital Fintech B,Digital Fintech,5,2026-06-19 05:46:11,easy,0,easy,0,"Theme 1: easy, navigate, convenient"
Digital Fintech B,Digital Fintech,5,2026-06-19 05:21:57,call me or text me when I get hacked by spam from an add I have no idea how I got stuck in that happened on my old phone with a cracked screen it hardly worked I did not make any purchases on the my cash app while my screen was busted about credit checks,1,call text hacked spam add idea got stuck happened old phone cracked screen hardly worked make purchases cash screen busted credit checks,3,"Theme 4: love, cash, chase"
Digital Fintech B,Digital Fintech,5,2026-06-19 05:20:53,easy to get and send money and. it saves your password and username incas you forget overall 10/10 For NOW,0,easy send saves password username incas forget overall,0,"Theme 1: easy, navigate, convenient"
Digital Fintech B,Digital Fintech,5,2026-06-19 05:18:14,cash app yay,0,cash yay,3,"Theme 4: love, cash, chase"
Digital Fintech B,Digital Fintech,4,2026-06-19 05:02:39,Good service,0,good service,2,"Theme 3: good, far, service"
Digital Fintech B,Digital Fintech,5,2026-06-19 05:00:15,luv it,0,luv,0,"Theme 1: easy, navigate, convenient"
Digital Fintech B,Digital Fintech,5,2026-06-19 04:58:15,love ts,0,love,3,"Theme 4: love, cash, chase"
Digital Fintech B,Digital Fintech,5,2026-06-19 04:55:07,"Cash App, be more responsible.",0,cash responsible,3,"Theme 4: love, cash, chase"
Digital Fintech B,Digital Fintech,4,2026-06-19 04:46:16,"can be complicated if useing money network aka ""stream""",0,complicated useing network aka stream,5,"Theme 6: awesome, chase, card"
Digital Fintech B,Digital Fintech,5,2026-06-19 04:27:21,Excellent,0,excellent,4,"Theme 5: excellent, service, customer"
Digital Fintech B,Digital Fintech,1,2026-06-19 04:11:08,You have got to be kidding me... AI in cash app? are you serious? no one needs or wants AI to control or see our money or accounts. AI is getting out of control and we are all about to do something about it.,0,got kidding cash serious one needs wants control see accounts getting control something,3,"Theme 4: love, cash, chase"
Digital Fintech B,Digital Fintech,5,2026-06-19 04:07:04,so handy and easy to use,0,handy easy,0,"Theme 1: easy, navigate, convenient"
Digital Fintech B,Digital Fintech,5,2026-06-19 03:54:48,"I am not a fan of cadhapp. but I've used it because my vendors use it. so far, been a simple easy payment system.",0,fan cadhapp ive used vendors far simple easy payment system,0,"Theme 1: easy, navigate, convenient"
