App_Category,App_Type,Score,Review_Date,Review_Content,Thumbs_Up
Digital Fintech B,Digital Fintech,5,2026-06-18 19:39:13,love it,0
Digital Fintech B,Digital Fintech,1,2026-06-18 19:35:19,"From 5 star to 1 star it's impressive how bad the design team is. The bright green they added is causing headaches and to change it you need to pay money. To make things worse, now they keep pushing spam notifications about opportunities to borrow money (ads essentially). This app is going downhill so fast. I'm waiting for it to be bought out at this point. They're clearly struggling to be this desperate.",7
Digital Fintech B,Digital Fintech,5,2026-06-18 19:32:30,great,0
Digital Fintech B,Digital Fintech,3,2026-06-18 19:31:00,great 👍,0
Digital Fintech B,Digital Fintech,3,2026-06-18 19:16:52,Can't order alcohol,0
Digital Fintech B,Digital Fintech,4,2026-06-18 19:13:25,I like,0
Digital Fintech B,Digital Fintech,5,2026-06-18 19:04:21,"convenient, no delays with new verbiage",0
Digital Fintech B,Digital Fintech,4,2026-06-18 18:59:24,game of is fun and makes me think,0
Digital Fintech B,Digital Fintech,1,2026-06-18 18:47:25,CASH APP why are you letting people steal money and use my $goingghostmode25 on another account I WANT MY MONEY RETURNED NOW WHAT A REVIEW FROM THE OWNER OF GOOGLE WHERE YOUR WEBSITE RUNS I saved all emails and FWD TO FAMILY IN MILITARY AND TO UNITED STATES SUPREME COURT'S WHILE FBI GOES THROUGH YOUR CUSTOMER FILES SSH144 SSH352 SECRET SERVICE & CENTRAL INTELLIGENCE OWNER TO GOOGLE SHA256,1
Digital Fintech B,Digital Fintech,5,2026-06-18 18:35:26,they have always gave Me Credit when I ask.,0
Digital Fintech B,Digital Fintech,5,2026-06-18 18:20:28,easy way for the money instead of getting out or a check,0
Digital Fintech B,Digital Fintech,5,2026-06-18 18:19:49,It is very for me to use and to transfer Funds from one account to the Cash Card,0
Digital Fintech B,Digital Fintech,2,2026-06-18 17:48:38,very difficult to withdraw money,0
Digital Fintech B,Digital Fintech,5,2026-06-18 17:48:24,"love it, gets cash to family and friends fast!",1
Digital Fintech B,Digital Fintech,1,2026-06-18 17:37:31,won't verify my identity. even though my info is correct as is on my license. won't be using them anymore. contacted them per cash apps request and still got the same answer. looks like I'm using chime. well now they've closed my account with no warning and said I violated terms of service. had my account for years and never once had an issue. now all of a sudden I'm violating something as a normal working citizen. I don't sell drugs or anything nefarious!!!!!,1
Digital Fintech B,Digital Fintech,5,2026-06-18 17:36:47,cashapp really comes in handy for all my weeds!,0
Digital Fintech B,Digital Fintech,5,2026-06-18 17:33:28,good app,0
Digital Fintech B,Digital Fintech,5,2026-06-18 17:17:35,I like learn how to receive promotions and invites for credit,0
Digital Fintech B,Digital Fintech,1,2026-06-18 17:04:29,If 0 stars were an option that's what I would rate. Customer service is no help & they deactivate accounts for no reason.,0
Digital Fintech B,Digital Fintech,5,2026-06-18 16:44:05,great app,0
Digital Fintech B,Digital Fintech,5,2026-06-18 16:27:55,love cashapp,0
Digital Fintech B,Digital Fintech,3,2026-06-18 16:10:28,like,0
Digital Fintech B,Digital Fintech,5,2026-06-18 15:38:29,easy to use and has lots of savings with certain companies. I LOVE ❤️ CASHAPP,1
Digital Fintech B,Digital Fintech,4,2026-06-18 15:35:18,great app,0
Digital Fintech B,Digital Fintech,5,2026-06-18 15:06:27,i love it,0
Digital Fintech B,Digital Fintech,5,2026-06-18 15:04:36,top notch money app..complete checking,0
Digital Fintech B,Digital Fintech,5,2026-06-18 14:26:35,This app is excellent and very easy to use. very convenient. Thank you developers.,0
Digital Fintech B,Digital Fintech,5,2026-06-18 14:19:20,great 👍,0
Digital Fintech B,Digital Fintech,5,2026-06-18 14:09:23,best card I ever got.,0
Digital Fintech B,Digital Fintech,5,2026-06-18 12:51:20,"I've not ever had a problem using the app,easy to use",0
Digital Fintech B,Digital Fintech,5,2026-06-18 12:23:07,Thanks for the help thanks for being patient with me the team you all did great thank. you..,1
Digital Fintech B,Digital Fintech,4,2026-06-18 11:50:01,the app won't put the amount of money i set daily on my card in scedueled or ballence base in the auto reload section,0
Digital Fintech B,Digital Fintech,5,2026-06-18 11:21:14,great experience,0
Digital Fintech B,Digital Fintech,5,2026-06-18 11:05:37,"I 've been using cash app. for a very long time, years. They have always done right by me. There was a time when someone. made fraudulent charges on my card. Cash app returned all my money, and I've made the cutest custom card for myself. 👍",0
Digital Fintech B,Digital Fintech,1,2026-06-18 10:52:15,WHY ARE YA TAKING MONEY OFF OF MY ACCOUNT WITH MY CARD LOCKED WITHOUT ASKING FOR SUBSCRIPTIONS,1
Digital Fintech B,Digital Fintech,1,2026-06-18 10:19:33,"The app has a lot of potential. Features that are offered are fantastic. I gave it 1 star because safety has been an issue for me. Upon money being exchanged, there is definitely a way that money owed to me has not actually been returned. There's amount received in documentation but there's no reflection in the balance so the person sending back the money gets away with stealing funds. When asking for help with the situation customer service refers to the documentation not my reference.",1
Digital Fintech B,Digital Fintech,5,2026-06-18 09:57:22,All good 👍,0
Digital Fintech B,Digital Fintech,5,2026-06-18 09:33:47,cashapp is really amazing,0
Digital Fintech B,Digital Fintech,5,2026-06-18 09:27:25,never been let down always works,0
Digital Fintech B,Digital Fintech,5,2026-06-18 09:17:08,it's a wonderful,0
Digital Fintech B,Digital Fintech,5,2026-06-18 08:30:53,I love this app easy to get money and easy to send it,1
Digital Fintech B,Digital Fintech,5,2026-06-18 08:13:23,This app is amazing,1
Digital Fintech B,Digital Fintech,3,2026-06-18 07:36:27,"I am not able to order a cashapp card, it keeps saying an unexpected error please try again later",1
Digital Fintech B,Digital Fintech,5,2026-06-18 07:29:39,phenomenal 👏,0
Digital Fintech B,Digital Fintech,5,2026-06-18 07:24:13,this is the best app yet,0
Digital Fintech B,Digital Fintech,5,2026-06-18 07:18:45,love cash app,0
Digital Fintech B,Digital Fintech,5,2026-06-18 07:05:56,👍👍,0
Digital Fintech B,Digital Fintech,5,2026-06-18 06:45:46,comes in handy,0
Digital Fintech B,Digital Fintech,5,2026-06-18 06:14:17,it's great,0
Digital Fintech B,Digital Fintech,5,2026-06-18 05:55:42,Easy way to send and receive money fast!!,0
Digital Fintech B,Digital Fintech,5,2026-06-18 05:54:42,Always there when I need them. Gotta love that!,0
Digital Fintech B,Digital Fintech,5,2026-06-18 05:35:15,Cash app is the best way to rase your credit score,0
Digital Fintech B,Digital Fintech,2,2026-06-18 05:26:22,keeps telling me to update when I already have won't allow me to send nothing,0
Digital Fintech B,Digital Fintech,5,2026-06-18 04:29:00,great,0
Digital Fintech B,Digital Fintech,5,2026-06-18 04:25:28,Great !,0
Digital Fintech B,Digital Fintech,5,2026-06-18 04:22:16,To me it's one of the best prepaid banking apps.,0
Digital Fintech B,Digital Fintech,3,2026-06-18 04:09:47,lagging,0
Digital Fintech B,Digital Fintech,5,2026-06-18 04:01:12,perfect app frfr,0
Digital Fintech B,Digital Fintech,5,2026-06-18 03:21:41,to be honest this app made life easier on so many levels 💲🏆,0
Digital Fintech B,Digital Fintech,5,2026-06-18 03:19:15,I truly appreciate the way you look out for me,0
Digital Fintech B,Digital Fintech,5,2026-06-18 02:26:10,they was helpful n easy to manage my card was lost and they seta replacement right away awesome I think,1
Digital Fintech B,Digital Fintech,5,2026-06-18 02:21:59,good good .,0
Digital Fintech B,Digital Fintech,5,2026-06-18 01:54:56,hell yeah 👍💯,0
Digital Fintech B,Digital Fintech,5,2026-06-18 01:41:40,its good,0
Digital Fintech B,Digital Fintech,5,2026-06-18 01:36:16,love cash app,0
Digital Fintech B,Digital Fintech,5,2026-06-18 01:35:52,helpful,0
Digital Fintech B,Digital Fintech,2,2026-06-18 01:25:26,the whole green status ruined cashapp.,1
Digital Fintech B,Digital Fintech,5,2026-06-18 01:19:42,legit.,0
Digital Fintech B,Digital Fintech,5,2026-06-18 01:14:41,"Great app, never had an issue.",0
Digital Fintech B,Digital Fintech,5,2026-06-18 01:12:51,I love the app and services,0
Digital Fintech B,Digital Fintech,3,2026-06-18 01:09:23,cant send money since the last update,1
Digital Fintech B,Digital Fintech,5,2026-06-18 01:08:12,it's ok app I think I could be more things you could use for people that not into the known,0
Digital Fintech B,Digital Fintech,5,2026-06-18 01:02:57,good app with benefits,0
Digital Fintech B,Digital Fintech,5,2026-06-18 01:02:30,"I love it,itconvenient",0
Digital Fintech B,Digital Fintech,5,2026-06-18 00:31:24,works good,0
Digital Fintech B,Digital Fintech,5,2026-06-18 00:21:44,Best way to help instantly needs To Help and get cash instant deposit,0
Digital Fintech B,Digital Fintech,5,2026-06-18 00:09:12,get that money 💰 🤑 💸,0
Digital Fintech B,Digital Fintech,5,2026-06-18 00:08:44,can't complain. got 2 loans from them and cant use my card because I haven't paid the money but when I get situated best believe imma pay up.,0
Digital Fintech B,Digital Fintech,1,2026-06-17 23:58:42,I own cash app and it's not sending me my income nor allowing me access,0
Digital Fintech B,Digital Fintech,4,2026-06-17 23:56:03,I have a account issue while I was in jail and I'm still haven't got nobody to help me with it hopefully cash app will fix the problem with the old account that I had money in when I come home from jail play let somebody else open an account and take the money out of that account so it wasn't there when I got home I hope they can fix it,0
Digital Fintech B,Digital Fintech,2,2026-06-17 23:51:32,it's ok app but multiple times it stolen money from me and refused to give it back each time.,0
Digital Fintech B,Digital Fintech,5,2026-06-17 23:50:33,great way to manage money,0
Digital Fintech B,Digital Fintech,4,2026-06-17 23:44:49,always good to use when people need to send you money or help you!,0
Digital Fintech B,Digital Fintech,5,2026-06-17 23:20:48,It's the best thing going,0
Digital Fintech B,Digital Fintech,5,2026-06-17 23:18:57,it's an awesome saving technique,0
Digital Fintech B,Digital Fintech,5,2026-06-17 22:54:47,love cash app,0
Digital Fintech B,Digital Fintech,1,2026-06-17 22:45:07,its terrible and they dont even care if you dont get your refund,1
Digital Fintech B,Digital Fintech,5,2026-06-17 22:43:44,love the app. great card service,0
Digital Fintech B,Digital Fintech,1,2026-06-17 22:41:20,Won't install,0
Digital Fintech B,Digital Fintech,2,2026-06-17 22:32:43,We have noted that the inter-account transfer functionality remains inaccessible. We request that this issue be rectified promptly.,5
Digital Fintech B,Digital Fintech,4,2026-06-17 22:27:52,I'm glad I have my Cash app,0
Digital Fintech B,Digital Fintech,3,2026-06-17 22:26:03,great,0
Digital Fintech B,Digital Fintech,4,2026-06-17 22:01:44,they were really helpful,0
Digital Fintech B,Digital Fintech,5,2026-06-17 21:56:16,very convenient and works amazing,0
Digital Fintech B,Digital Fintech,5,2026-06-17 21:55:15,it's quick and helps me save,0
Digital Fintech B,Digital Fintech,5,2026-06-17 21:54:15,"I am so happy to have cashapp and to be a part of all the people who use it, it's been so reliable for me and my purchases and to note there are times it can act strange but I'm happy to have it in my life and to hold my money",0
Digital Fintech B,Digital Fintech,5,2026-06-17 21:49:13,Use it all the time. Love it ❤️,0
Digital Fintech B,Digital Fintech,5,2026-06-17 21:43:07,Great convenience,0
Digital Fintech B,Digital Fintech,4,2026-06-17 21:30:30,"Decent app so far, no issues",1
Digital Fintech B,Digital Fintech,5,2026-06-17 21:27:17,it's all good,0
Digital Fintech B,Digital Fintech,5,2026-06-17 21:27:11,i think this app is absolutely frickin amazing 💯,0
Digital Fintech B,Digital Fintech,1,2026-06-17 21:26:21,"No bank should be able to just deny a purchase without a reason. Especially without giving their customer support the ability to override the denial. If I have the money in my account to make a purchase, I should be able to spend it wherever I please, not subject to your terrible fraud detection.",1
Digital Fintech B,Digital Fintech,5,2026-06-17 21:23:44,luv cash app,0
Digital Fintech B,Digital Fintech,1,2026-06-17 21:13:32,it's terrible I can't send my son just $50 it says update and I did and still couldn't send just fifty dollars...It's pathetic,1
Digital Fintech B,Digital Fintech,5,2026-06-17 20:58:50,it's good app. check it out,0
Digital Fintech B,Digital Fintech,5,2026-06-17 20:26:42,"I just updated my cash app App so maybe every thing will work properly so far I have not had any problems with it except for a little while money was being taken out of my account and couldn't understand it here while back but it's not happen anymore, and I hope I didn't have no problem anymore. It's just when you sell a BTC it says for an amount exchange rate to me that's the amount you should have in your account when it says that .",0
Digital Fintech B,Digital Fintech,5,2026-06-17 20:15:32,Quick payment or receivable..extremely convenient,0
Digital Fintech B,Digital Fintech,5,2026-06-17 19:51:41,So simple and easy,0
Digital Fintech B,Digital Fintech,5,2026-06-17 19:44:58,love it so far,0
Digital Fintech B,Digital Fintech,4,2026-06-17 19:34:59,so far so good I have only had this for 2 days lol,0
Digital Fintech B,Digital Fintech,5,2026-06-17 19:23:58,Just got my card and I am just starting to use this app Not having any issues at this time.,0
Digital Fintech B,Digital Fintech,1,2026-06-17 19:16:51,Horrible!!!! It deactivated my account for no reason.,0
Digital Fintech B,Digital Fintech,5,2026-06-17 19:08:23,Cash app is convenient and great for miscellaneous,0
Digital Fintech B,Digital Fintech,2,2026-06-17 19:06:02,my account & device info. is no one else's business that shouldn't be exposed to be violated.,1
Digital Fintech B,Digital Fintech,5,2026-06-17 19:05:00,"it's easy to install and use and immediately detected when someone was trying to steal from my account. Getting a new card was free, and only took a minute.",0
Digital Fintech B,Digital Fintech,5,2026-06-17 18:46:24,cash app has help me with the overdraft and borrow to get Thur to next pay day I haven't had any problem with the app,0
Digital Fintech B,Digital Fintech,5,2026-06-17 18:44:28,💯,0
Digital Fintech B,Digital Fintech,4,2026-06-17 18:32:30,I've had some problems but the customer service is great,0
Digital Fintech B,Digital Fintech,5,2026-06-17 18:25:55,I think this is a great app and card,0
Digital Fintech B,Digital Fintech,1,2026-06-17 17:43:15,"Trying to get my daughter card, but the app wont let me put a address in to send it out.....? lots of people having this issue, when you gunna fix it?",0
Digital Fintech B,Digital Fintech,5,2026-06-17 17:26:14,love the app dont really have a good opinion or bad due to its the only one I use,0
Digital Fintech B,Digital Fintech,5,2026-06-17 17:25:18,thanks you so very much,0
Digital Fintech B,Digital Fintech,5,2026-06-17 17:23:32,up dating my review after talking to cash app support my issue was taken care of thank you cash app I finally have a new card ordered from my original account,0
Digital Fintech B,Digital Fintech,5,2026-06-17 17:10:23,its very convenient for someone who is mobility challenged such as myself .I use my card to pay my bills do grocery shopping....I love it,0
Digital Fintech B,Digital Fintech,5,2026-06-17 17:05:51,like it,0
Digital Fintech B,Digital Fintech,5,2026-06-17 17:01:14,love it,0
Digital Fintech B,Digital Fintech,1,2026-06-17 17:00:13,"after putting thousands into the app and never being late ona. payment they reset my borrow limit and took over draft away, for what? Seeing I'm getting shitted on for nothing ill invest my money in chime. Thanks for nothing.",0
Digital Fintech B,Digital Fintech,3,2026-06-17 16:52:28,Toggle button on lock feature does not work.,0
Digital Fintech B,Digital Fintech,5,2026-06-17 16:41:50,Brilliant app. easy to use.,0
Digital Fintech B,Digital Fintech,1,2026-06-17 16:41:22,not one bit of support and they'll just lock you out and then ask you for every bit of your banking information to verify it's you when you try to log in. I can't access it to have access to money now. Avoid this company entirely.,1
Digital Fintech B,Digital Fintech,5,2026-06-17 16:15:52,5 ☆APP,0
Digital Fintech B,Digital Fintech,5,2026-06-17 16:09:35,dependable,0
Digital Fintech B,Digital Fintech,5,2026-06-17 16:04:09,great app,0
Digital Fintech B,Digital Fintech,5,2026-06-17 15:43:41,easy pieze,0
Digital Fintech B,Digital Fintech,5,2026-06-17 15:41:13,"cash app es una buena app, he podido pagar en lugares que no aceptan, el Tap. y tiene otras herramientas muy buena que va mejorando siempre. si se las recomiendo🥰",0
Digital Fintech B,Digital Fintech,2,2026-06-17 15:18:54,Got it,0
Digital Fintech B,Digital Fintech,4,2026-06-17 14:40:26,good i suppose,0
Digital Fintech B,Digital Fintech,1,2026-06-17 14:14:15,my lock button has visibly disappeared,0
Digital Fintech B,Digital Fintech,5,2026-06-17 14:12:19,awsomw,0
Digital Fintech B,Digital Fintech,5,2026-06-17 14:08:04,"I have been locked out of my cash for 2 weeks, they took pic of me and have my card.....but I can't remember my pin.... So , for my cards safety ,🥱they want to unlock it.",0
Digital Fintech B,Digital Fintech,1,2026-06-17 13:45:22,after years of using to pay for the exact same things every month and putting a certain amount on every month I made a normal purchase and they closed my account said suspicious fraudulent activity but wouldn't say how,0
Digital Fintech B,Digital Fintech,5,2026-06-17 13:35:54,I friggin love it,0
Digital Fintech B,Digital Fintech,5,2026-06-17 13:10:28,love iit,0
Digital Fintech B,Digital Fintech,5,2026-06-17 13:03:43,absolutely very convenient,0
Digital Fintech B,Digital Fintech,5,2026-06-17 12:18:11,Great and Convenient App,0
Digital Fintech B,Digital Fintech,4,2026-06-17 12:05:35,not as nice to use as Venmo but does the job for those who don't have Venmo.,0
Digital Fintech B,Digital Fintech,4,2026-06-17 11:54:12,good way pay without cash.just like cards. I like it,0
Digital Fintech B,Digital Fintech,5,2026-06-17 11:29:08,good app,0
Digital Fintech B,Digital Fintech,5,2026-06-17 11:13:59,It's always worked for me,0
Digital Fintech B,Digital Fintech,1,2026-06-17 11:11:37,"got banned for getting money from my daughter, i tried to appeal it but i cant even sign in",0
Digital Fintech B,Digital Fintech,5,2026-06-17 10:21:34,excellent service,0
Digital Fintech B,Digital Fintech,4,2026-06-17 10:08:05,the system has always worked fine for me nothing ever inconvenienced me I'm able to buy stuff online with my card like d.l.c for my Xbox directly from home amongst other things .thx cash app 👏🤝,0
Digital Fintech B,Digital Fintech,5,2026-06-17 09:58:52,good,0
Digital Fintech B,Digital Fintech,1,2026-06-17 09:20:48,"I have been able to pick up on how this app works and it's easily accessible.4-2-26 that's then. this is now, 6-16-26. Some one has already hacked my account and then steals everything I had in the card. cash app will not reimburse the card. My bank was attacked as well through this way the criminals were gutting my money in my bank account and they also was trying to get more money out of my accounts. This is not a good idea to have an account with.",0
Digital Fintech B,Digital Fintech,4,2026-06-17 09:00:31,great 👍,0
Digital Fintech B,Digital Fintech,5,2026-06-17 08:41:21,I love it,0
Digital Fintech B,Digital Fintech,1,2026-06-17 08:31:20,planet fitness still stealing from me! why won't you stop this!???? That's it. I am done with cash app!,6
Digital Fintech B,Digital Fintech,5,2026-06-17 08:25:19,great 👍,0
Digital Fintech B,Digital Fintech,5,2026-06-17 08:16:07,great,0
Digital Fintech B,Digital Fintech,2,2026-06-17 07:20:55,maina harper used my phone a cash app herself 255$ and cash app did not do anything about it I have y'all did not do anything about it,1
Digital Fintech B,Digital Fintech,5,2026-06-17 06:26:30,I love it it's simple and straight forward,0
Digital Fintech B,Digital Fintech,5,2026-06-17 06:19:55,use it all the time. don't like the fact that you don't get your money adapt to your bank account. nor that there is a cap on the money you can get,0
Digital Fintech B,Digital Fintech,1,2026-06-17 06:10:23,"I have had multiple accounts shut down for ""fraudulent activity"" when not a damn thing I've used the app for is fraudulent. I pay games and casinos and accept cash outs from them mostly with the occasional send or receive from a friend. I've been thru 4 or 5 cash app accounts in the same amount of time that I've had a single PayPal using both for the exact same things. Very disappointed.",0
Digital Fintech B,Digital Fintech,5,2026-06-17 06:02:14,This app was amazing very smooth and easy to use and we can order free card,0
Digital Fintech B,Digital Fintech,1,2026-06-17 05:58:24,poor if you accidentally send money to wrong hash tag you can't get it back o sent 80 bucks to my old cash app that money gone forever nobody knows where its at so I'm out 80 bucks just like that no wonder cash app are billionaires,1
Digital Fintech B,Digital Fintech,5,2026-06-17 05:23:15,VERY COOL APP THAT YOU CAN DEPEND ON,0
Digital Fintech B,Digital Fintech,5,2026-06-17 05:11:39,"I literally have no bad things to say about Cash App, easy to use & convenient 👌😊",0
Digital Fintech B,Digital Fintech,1,2026-06-17 05:02:36,This app is not good. I'm trying to get money but for some reason I cannot accept the money.,0
Digital Fintech B,Digital Fintech,5,2026-06-17 04:43:36,ameazing app,0
Digital Fintech B,Digital Fintech,5,2026-06-17 04:20:16,Awesome,0
Digital Fintech B,Digital Fintech,5,2026-06-17 03:43:30,It is a very good app and very helpful for those who want a online card even while being underage,0
Digital Fintech B,Digital Fintech,4,2026-06-17 03:32:43,no complaints so far certified customer.,0
Digital Fintech B,Digital Fintech,5,2026-06-17 02:42:50,fast and easy 👌,0
Digital Fintech B,Digital Fintech,5,2026-06-17 02:36:45,easy to use. never have a problem,0
Digital Fintech B,Digital Fintech,5,2026-06-17 02:36:30,love using it convenient,0
Digital Fintech B,Digital Fintech,5,2026-06-17 01:55:46,very nice glad to have chosen cash app,0
Digital Fintech B,Digital Fintech,5,2026-06-17 01:37:20,Cash App has proven to be the easiest and most reliable way to send cash to family and NO fees with green status.,0
Digital Fintech B,Digital Fintech,5,2026-06-17 01:24:55,I like it the best out of all the bank applications because of the ease of use.,0
Digital Fintech B,Digital Fintech,5,2026-06-17 01:22:06,so far so good,0
Digital Fintech B,Digital Fintech,1,2026-06-17 01:11:47,don't know I haven't received my card it's taking forever to receive my card please send me the card ASAP!!!,0
Digital Fintech B,Digital Fintech,5,2026-06-17 01:06:36,Excellent,0
Digital Fintech B,Digital Fintech,5,2026-06-17 00:32:38,Excellent out good for business,0
Digital Fintech B,Digital Fintech,1,2026-06-17 00:31:37,too hard to get cash onto the card,0
Digital Fintech B,Digital Fintech,5,2026-06-17 00:14:58,fast and easy,1
Digital Fintech B,Digital Fintech,5,2026-06-17 00:09:32,It's always on point,0
Digital Fintech B,Digital Fintech,5,2026-06-16 23:53:26,good deal,0
Digital Fintech B,Digital Fintech,5,2026-06-16 23:46:53,great!!,0
Digital Fintech B,Digital Fintech,5,2026-06-16 23:43:03,Very convenient and a good lock card feature 🔒,0
Digital Fintech B,Digital Fintech,2,2026-06-16 23:41:30,"Cannot create an account because the app will not send me a text, a phone call or an email. 🤷",0
Digital Fintech B,Digital Fintech,5,2026-06-16 23:38:02,Great wonderful 👏 thank 😊 🙏 👍,0
Digital Fintech B,Digital Fintech,1,2026-06-16 23:31:15,"if I could give less stars, I would. what good is a family account, managed by an adult, if they don't let you manage it. I've had 40 bucks sitting in my son's old cash app account for months and customer service could not be any less helpful.",0
Digital Fintech B,Digital Fintech,5,2026-06-16 23:07:41,it is 👍🏾,0
Digital Fintech B,Digital Fintech,5,2026-06-16 22:57:12,Wicked Cool Bub!,0
Digital Fintech B,Digital Fintech,5,2026-06-16 22:50:31,easy to use,0
Digital Fintech B,Digital Fintech,5,2026-06-16 22:34:21,very good card,0
Digital Fintech B,Digital Fintech,1,2026-06-16 22:30:00,it won't let me send $ to certain people in,0
Digital Fintech B,Digital Fintech,2,2026-06-16 22:10:01,not letting me transfer my funds to friend,1
Digital Fintech B,Digital Fintech,1,2026-06-16 21:52:42,remove the app,0
Digital Fintech B,Digital Fintech,5,2026-06-16 21:37:39,I LOVE IT!!!!!,0
Digital Fintech B,Digital Fintech,5,2026-06-16 21:36:53,Good so far.,0
Digital Fintech B,Digital Fintech,5,2026-06-16 21:20:49,very good app,0
Digital Fintech B,Digital Fintech,2,2026-06-16 21:16:02,its the most basic of bank apps/cards and you can't use the card on government websites. Just a FYI cash app is not a official bank/ bank card that can be used everywhere. I would recommend chime over cash app,1
Digital Fintech B,Digital Fintech,1,2026-06-16 21:15:07,They deactivated my account and claimed I violated the guidelines but never emailed or contacted me as to how I violated the guidelines and then when I submitted the appeal to get more information they still never got back in contact with me to let me know why or how I violated. I was using them to get money from family members to help take care of my son so id like to know how that violated anything. I highly suggest to not use them anymore. They say they are family oriented but they arent.,0
Digital Fintech B,Digital Fintech,5,2026-06-16 21:09:46,great,0
Digital Fintech B,Digital Fintech,1,2026-06-16 21:09:33,because it so hard it just sign in so it a one for me hahahah,0
Digital Fintech B,Digital Fintech,5,2026-06-16 21:07:53,"I got it for taxes and it was free to do both federal and state. Now, I have it for future years and if I ever need to get paid through this, I will already have it.",0
Digital Fintech B,Digital Fintech,5,2026-06-16 21:03:04,good,0
Digital Fintech B,Digital Fintech,5,2026-06-16 20:43:32,good app. love the savings part of it,0
Digital Fintech B,Digital Fintech,5,2026-06-16 20:42:53,very convenient for me,0
Digital Fintech B,Digital Fintech,1,2026-06-16 20:40:27,"account was banned, no reason was given other than the standard ""violations against our policies"" and I only sent a few transactions total among friends. Also, no way of refuting or having discussion with anyone at cashapp support to resolve the issues they claim to exist (whatever they are since they won't say)",0
Digital Fintech B,Digital Fintech,1,2026-06-16 20:14:22,the not mail my new card i requested over month ago,0
Digital Fintech B,Digital Fintech,5,2026-06-16 20:04:26,love it!!,0
Digital Fintech B,Digital Fintech,5,2026-06-16 19:53:50,play some free money I've been having your apps since it came out,0
Digital Fintech B,Digital Fintech,5,2026-06-16 19:48:22,convenient,0
Digital Fintech B,Digital Fintech,1,2026-06-16 19:44:08,how do I order a Cash app card?,0
Digital Fintech B,Digital Fintech,5,2026-06-16 19:40:41,very convenient 👌,0
Digital Fintech B,Digital Fintech,5,2026-06-16 19:37:50,very good,0
Digital Fintech B,Digital Fintech,3,2026-06-16 19:27:51,can't figure out how to get money out of cash app,0
Digital Fintech B,Digital Fintech,5,2026-06-16 19:17:22,Works perfectly for my family needs - so easy to square up expenses 🙂,0
Digital Fintech B,Digital Fintech,5,2026-06-16 19:16:41,does the job for me,0
Digital Fintech B,Digital Fintech,4,2026-06-16 19:06:41,cash app works really good for teenagers,0
Digital Fintech B,Digital Fintech,5,2026-06-16 18:41:49,great,0
Digital Fintech B,Digital Fintech,5,2026-06-16 18:24:53,"awsome for quick purchases, great for online purchases. it's just a perfect app",0
Digital Fintech B,Digital Fintech,1,2026-06-16 17:51:53,not allowing me to log into cash app saying it needs to be the original device . unacceptable,0
Digital Fintech B,Digital Fintech,5,2026-06-16 17:30:10,everything works,0
Digital Fintech B,Digital Fintech,5,2026-06-16 16:54:51,good useable money sharing app,0
Digital Fintech B,Digital Fintech,5,2026-06-16 16:17:19,Awesome App to conduct business thru. Personal and professional!!,0
Digital Fintech B,Digital Fintech,4,2026-06-16 16:06:23,"getting better, thumbs up!",0
Digital Fintech B,Digital Fintech,5,2026-06-16 15:50:19,I love it get paid early on payday 😌,0
Digital Fintech B,Digital Fintech,1,2026-06-16 15:41:26,won't let me log in still be buffing,0
Digital Fintech B,Digital Fintech,5,2026-06-16 15:08:47,Great app etc; but bring back the slide to lock/ unlock. It was quicker and easier. Now it takes two steps to lock and unlock instead of one.,0
Digital Fintech B,Digital Fintech,4,2026-06-16 15:00:53,it's fine,0
Digital Fintech B,Digital Fintech,5,2026-06-16 14:12:54,it is a good way to transfer money but I wish they had tap to pay on the phone as well as the card .,0
Digital Fintech B,Digital Fintech,5,2026-06-16 14:03:15,Love the easy use! Excellent job 👏!,0
Digital Fintech B,Digital Fintech,1,2026-06-16 13:38:58,I want to quit,0
Digital Fintech B,Digital Fintech,5,2026-06-16 12:48:01,Thank you,0
Digital Fintech B,Digital Fintech,5,2026-06-16 12:25:12,great,0
Digital Fintech B,Digital Fintech,5,2026-06-16 12:06:25,best app easy-to-use i like it,0
Digital Fintech B,Digital Fintech,4,2026-06-16 11:58:01,easy to get funds,0
Digital Fintech B,Digital Fintech,1,2026-06-16 11:34:07,1 🌟 Because my account was suspended. I used it only twice. Was trying to update my account for verification. Right after it deactivated my account. Talked to the online 24 hr computer. No help. Kept repeating itself. Then moved to another. Information was given still gave me the run around again. Still haven't heard back. I did like because it was very easy and fast. But since then. Bleh . . I'll go back to what I was using the first time. 👎,0
Digital Fintech B,Digital Fintech,5,2026-06-16 11:34:05,five stars,0
Digital Fintech B,Digital Fintech,5,2026-06-16 11:24:08,it good,0
Digital Fintech B,Digital Fintech,5,2026-06-16 10:56:46,good deal,0
Digital Fintech B,Digital Fintech,5,2026-06-16 10:20:45,love all the perks & saving's,0
Digital Fintech B,Digital Fintech,1,2026-06-16 09:18:52,it's always something 🤦🏿‍♂️👎🏿🙆🏿‍♂️🙅🏿‍♂️🤦🏿‍♂️,0
Digital Fintech B,Digital Fintech,1,2026-06-16 09:02:14,pain messaging others to coordinate,0
Digital Fintech B,Digital Fintech,2,2026-06-16 08:51:55,horrible wrong.,0
Digital Fintech B,Digital Fintech,5,2026-06-16 08:46:15,my experience with this app is fair,0
Digital Fintech B,Digital Fintech,1,2026-06-16 08:29:43,"They closed my account for no good reason, and I've heard nothing from their customer service dept.",0
